# This is a submission template for batch deposit of 'Plant; version 1.0' samples to the NCBI BioSample database (http://www.ncbi.nlm.nih.gov/biosample/).																																
# GREEN fields are mandatory. Your submission will fail if any mandatory fields are not completed. If information is unavailable for any mandatory field, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# BLUE  fields indicate that at least one of those fields is mandatory. If information is unavailable, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# YELLOW fields are optional. Leave optional fields empty (or delete them) if no information is available.																																
# You can add any number of custom fields to fully describe your BioSamples, simply include them in the table.																																
# Hover over field name to view definition, or see http://www.ncbi.nlm.nih.gov/biosample/docs/attributes/.																																
# CAUTION: Be aware that Excel may automatically apply formatting to your data. In particular, take care with dates, incrementing autofills and special characters like / or -. Doublecheck that your text file is accurate before uploading to BioSample.																																
# TO MAKE A SUBMISSION: 																																
# 1. Complete this template table																																
# 2. Save the worksheet as a Text (Tab-delimited) file  -- (use 'File, Save as, Save as type: Text (Tab-delimited)' )																																
# 3. Upload the text file on the 'Attributes' tab of the BioSample Submission Portal at https://submit.ncbi.nlm.nih.gov/subs/biosample/. 																																
# If you have any questions, please contact us at biosamplehelp@ncbi.nlm.nih.gov.																																
# 																																
*sample_name	sample_title	bioproject_accession	*organism	isolate	cultivar	ecotype	age	dev_stage	*geo_loc_name	*tissue	biomaterial_provider	ploidy	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
JY250	Leaf sample from Miscanthus sacchariflorus clone JY250	PRJNA342314	Miscanthus sacchariflorus	JY250				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								44.0908 N 129.1628 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY251	Leaf sample from Miscanthus sacchariflorus clone JY251	PRJNA342314	Miscanthus sacchariflorus	JY251				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								44.0404 N 129.1239 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY252	Leaf sample from Miscanthus sacchariflorus clone JY252	PRJNA342314	Miscanthus sacchariflorus	JY252				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								43.924 N 129.05 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY253	Leaf sample from Miscanthus sacchariflorus clone JY253	PRJNA342314	Miscanthus sacchariflorus	JY253				vegetative	China: Yanminghu town, Dunhua, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								43.6786 N 128.5875 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY254	Leaf sample from Miscanthus sacchariflorus clone JY254	PRJNA342314	Miscanthus sacchariflorus	JY254				vegetative	China: Dunhua, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								43.633 N 128.5302 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY255	Leaf sample from Miscanthus sacchariflorus clone JY255	PRJNA342314	Miscanthus sacchariflorus	JY255				vegetative	China: Fengman suburb, Jilin, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								43.8308 N 126.6756 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY257	Leaf sample from Miscanthus sacchariflorus clone JY257	PRJNA342314	Miscanthus sacchariflorus	JY257				vegetative	China: G1212 road,Yongji country, Jilin, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								43.6718 N 126.3924 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY258	Leaf sample from Miscanthus sacchariflorus clone JY258	PRJNA342314	Miscanthus sacchariflorus	JY258				vegetative	China: Shuanghe town,Yongji country, Jilin, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								43.4819 N 126.169 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY259	Leaf sample from Miscanthus sacchariflorus clone JY259	PRJNA342314	Miscanthus sacchariflorus	JY259				vegetative	China: G1212 road, Panshi, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								43.3499 N 126.0837 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY260	Leaf sample from Miscanthus sacchariflorus clone JY260	PRJNA342314	Miscanthus sacchariflorus	JY260				vegetative	China: G1212 road, Panshi, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								43.3035 N 126.0498 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY261	Leaf sample from Miscanthus sacchariflorus clone JY261	PRJNA342314	Miscanthus sacchariflorus	JY261				vegetative	China: Dongfeng country, Liaoyuan, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								42.7666 N 125.8032 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY262	Leaf sample from Miscanthus sacchariflorus clone JY262	PRJNA342314	Miscanthus sacchariflorus	JY262				vegetative	China: Taizihe river, Liaoyang, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								41.3035 N 123.0788 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY264	Leaf sample from Miscanthus sacchariflorus clone JY264	PRJNA342314	Miscanthus sacchariflorus	JY264				vegetative	China: Liaoyang contry, Liaoyang, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								41.2283 N 122.9796 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY265	Leaf sample from Miscanthus sacchariflorus clone JY265	PRJNA342314	Miscanthus sacchariflorus	JY265				vegetative	China: S101 roadside, Haicheng, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								41.0639 N 122.8008 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY266	Leaf sample from Miscanthus sacchariflorus clone JY266	PRJNA342314	Miscanthus sacchariflorus	JY266				vegetative	China: S101 roadside, Haicheng, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								41.0451 N 122.7787 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY267	Leaf sample from Miscanthus sacchariflorus clone JY267	PRJNA342314	Miscanthus sacchariflorus	JY267				vegetative	China: Genzhuang town, Haicheng, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								41.0392 N 122.7726 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY268	Leaf sample from Miscanthus sacchariflorus clone JY268	PRJNA342314	Miscanthus sacchariflorus	JY268				vegetative	China: Huzhuang town, Dashiqiao, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								40.7111 N 122.5465 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY269	Leaf sample from Miscanthus sacchariflorus clone JY269	PRJNA342314	Miscanthus sacchariflorus	JY269				vegetative	China: Huzhuang town, Dashiqiao, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								40.7112 N 122.5453 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY270	Leaf sample from Miscanthus sacchariflorus clone JY270	PRJNA342314	Miscanthus sacchariflorus	JY270				vegetative	China: S311 roadside, Dashiqiao, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								40.636 N 122.4794 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY271	Leaf sample from Miscanthus sacchariflorus clone JY271	PRJNA342314	Miscanthus sacchariflorus	JY271				vegetative	China: Binhai roadside, Gaizhou, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								40.3847 N 122.2128 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY272	Leaf sample from Miscanthus sacchariflorus clone JY272	PRJNA342314	Miscanthus sacchariflorus	JY272				vegetative	China: Binhai roadside, Gaizhou, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								40.3847 N 122.213 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY273	Leaf sample from Miscanthus sacchariflorus clone JY273	PRJNA342314	Miscanthus sacchariflorus	JY273				vegetative	China: Binhai roadside, Gaizhou, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								40.3818 N 122.2132 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY274	Leaf sample from Miscanthus sacchariflorus clone JY274	PRJNA342314	Miscanthus sacchariflorus	JY274				vegetative	China: Bayuquan Suburb, Yingkou, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								40.3062 N 122.1641 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY275	Leaf sample from Miscanthus sacchariflorus clone JY275	PRJNA342314	Miscanthus sacchariflorus	JY275				vegetative	China: Gujiazi village, Liguan town, Wafangdian, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								39.9922 N 121.962 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY276	Leaf sample from Miscanthus sacchariflorus clone JY276	PRJNA342314	Miscanthus sacchariflorus	JY276				vegetative	China: Shanggujiazi village, Liguan town, Wafangdian, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								39.9867 N 121.9596 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY277	Leaf sample from Miscanthus sacchariflorus clone JY277	PRJNA342314	Miscanthus sacchariflorus	JY277				vegetative	China: Tucheng village, Wafangdian, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								39.9698 N 121.9414 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY278	Leaf sample from Miscanthus sacchariflorus clone JY278	PRJNA342314	Miscanthus sacchariflorus	JY278				vegetative	China: Laohutun town, Wafangdian, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								39.623 N 121.8109 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY279	Leaf sample from Miscanthus sacchariflorus clone JY279	PRJNA342314	Miscanthus sacchariflorus	JY279				vegetative	China: Lvshunkou suburb, Dalian, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	07-Oct-2014								38.8332 N 121.1715 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY280	Leaf sample from Miscanthus sacchariflorus clone JY280	PRJNA342314	Miscanthus sacchariflorus	JY280				vegetative	China: Lvshunkou suburb, Dalian, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	07-Oct-2014								38.8201 N 121.1692 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY281	Leaf sample from Miscanthus sacchariflorus clone JY281	PRJNA342314	Miscanthus sacchariflorus	JY281				vegetative	China: Hekou suburb, Dongying, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Oct-2014								38.0497 N 118.8995 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY283	Leaf sample from Miscanthus sacchariflorus clone JY283	PRJNA342314	Miscanthus sacchariflorus	JY283				vegetative	China: Xianhe town, Dongying, Shandong	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	08-Oct-2014								37.9415 N 118.8113 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY284	Leaf sample from Miscanthus sacchariflorus clone JY284	PRJNA342314	Miscanthus sacchariflorus	JY284				vegetative	China: Lijing country, Dongying, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Oct-2014								37.7697 N 118.6677 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY285	Leaf sample from Miscanthus sacchariflorus clone JY285	PRJNA342314	Miscanthus sacchariflorus	JY285				vegetative	China: Dongying suburb, Dongying, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Oct-2014								37.3512 N 118.3375 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY286	Leaf sample from Miscanthus sacchariflorus clone JY286	PRJNA342314	Miscanthus sacchariflorus	JY286				vegetative	China: Boxing country, Binzhou, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Oct-2014								37.1737 N 118.2092 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY287	Leaf sample from Miscanthus sacchariflorus clone JY287	PRJNA342314	Miscanthus sacchariflorus	JY287				vegetative	China: Jinan, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Oct-2014								36.6366 N 117.1917 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY288	Leaf sample from Miscanthus sacchariflorus clone JY288	PRJNA342314	Miscanthus sacchariflorus	JY288				vegetative	China: Jinan, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Oct-2014								36.5625 N 116.9289 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY289	Leaf sample from Miscanthus sacchariflorus clone JY289	PRJNA342314	Miscanthus sacchariflorus	JY289				vegetative	China: Suqian, Jiangsu	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	09-Oct-2014								33.7526 N 118.2216 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY291	Leaf sample from Miscanthus sacchariflorus clone JY291	PRJNA342314	Miscanthus sacchariflorus	JY291				vegetative	China: Suqian, Jiangsu	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	09-Oct-2014								33.5603 N 118.1921 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY292	Leaf sample from Miscanthus sacchariflorus clone JY292	PRJNA342314	Miscanthus sacchariflorus	JY292				vegetative	China: Suqian, Jiangsu	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	09-Oct-2014								33.3963 N 118.1851 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY294	Leaf sample from Miscanthus sacchariflorus clone JY294	PRJNA342314	Miscanthus sacchariflorus	JY294				vegetative	China: Suqian, Jiangsu	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	09-Oct-2014								33.3472 N 118.1807 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY297	Leaf sample from Miscanthus sacchariflorus clone JY297	PRJNA342314	Miscanthus sacchariflorus	JY297				vegetative	China: Huaian, Jiangsu	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	09-Oct-2014								33.1323 N 118.3206 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY299	Leaf sample from Miscanthus sacchariflorus clone JY299	PRJNA342314	Miscanthus sacchariflorus	JY299				vegetative	China: Chuzhou, Anhui	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	09-Oct-2014								32.7272 N 118.7405 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY300	Leaf sample from Miscanthus sacchariflorus clone JY300	PRJNA342314	Miscanthus sacchariflorus	JY300				vegetative	China: Nanjing, Jiangsu	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	09-Oct-2014								32.5558 N 118.719 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY301	Leaf sample from Miscanthus sacchariflorus clone JY301	PRJNA342314	Miscanthus sacchariflorus	JY301				vegetative	China: Nanjing, Jiangsu	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	09-Oct-2014								32.5558 N 118.719 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY302	Leaf sample from Miscanthus sacchariflorus clone JY302	PRJNA342314	Miscanthus sacchariflorus	JY302				vegetative	China: Nanjing, Jiangsu	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	09-Oct-2014								31.8811 N 118.7694 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
